"Sequence number"	"Sequence ID"	"Functionality"	"V-GENE and allele"	"V-REGION Nb of positions including IMGT gaps (nt)"	"V-REGION Nb of nucleotides"	"V-REGION Nb of identical nucleotides"	"V-REGION Nb of mutations"	"V-REGION Nb of silent mutations"	"V-REGION Nb of nonsilent mutations"	"V-REGION a>g"	"V-REGION g>a"	"V-REGION c>t"	"V-REGION t>c"	"V-REGION a>c"	"V-REGION c>a"	"V-REGION a>t"	"V-REGION t>a"	"V-REGION g>c"	"V-REGION c>g"	"V-REGION g>t"	"V-REGION t>g"	"FR1-IMGT Nb of positions including IMGT gaps (nt)"	"FR1-IMGT Nb of nucleotides"	"FR1-IMGT Nb of identical nucleotides"	"FR1-IMGT Nb of mutations"	"FR1-IMGT Nb of silent mutations"	"FR1-IMGT Nb of nonsilent mutations"	"FR1-IMGT a>g"	"FR1-IMGT g>a"	"FR1-IMGT c>t"	"FR1-IMGT t>c"	"FR1-IMGT a>c"	"FR1-IMGT c>a"	"FR1-IMGT a>t"	"FR1-IMGT t>a"	"FR1-IMGT g>c"	"FR1-IMGT c>g"	"FR1-IMGT g>t"	"FR1-IMGT t>g"	"CDR1-IMGT Nb of positions including IMGT gaps (nt)"	"CDR1-IMGT Nb of nucleotides"	"CDR1-IMGT Nb of identical nucleotides"	"CDR1-IMGT Nb of mutations"	"CDR1-IMGT Nb of silent mutations"	"CDR1-IMGT Nb of nonsilent mutations"	"CDR1-IMGT a>g"	"CDR1-IMGT g>a"	"CDR1-IMGT c>t"	"CDR1-IMGT t>c"	"CDR1-IMGT a>c"	"CDR1-IMGT c>a"	"CDR1-IMGT a>t"	"CDR1-IMGT t>a"	"CDR1-IMGT g>c"	"CDR1-IMGT c>g"	"CDR1-IMGT g>t"	"CDR1-IMGT t>g"	"FR2-IMGT Nb of positions including IMGT gaps (nt)"	"FR2-IMGT Nb of nucleotides"	"FR2-IMGT Nb of identical nucleotides"	"FR2-IMGT Nb of mutations"	"FR2-IMGT Nb of silent mutations"	"FR2-IMGT Nb of nonsilent mutations"	"FR2-IMGT a>g"	"FR2-IMGT g>a"	"FR2-IMGT c>t"	"FR2-IMGT t>c"	"FR2-IMGT a>c"	"FR2-IMGT c>a"	"FR2-IMGT a>t"	"FR2-IMGT t>a"	"FR2-IMGT g>c"	"FR2-IMGT c>g"	"FR2-IMGT g>t"	"FR2-IMGT t>g"	"CDR2-IMGT Nb of positions including IMGT gaps (nt)"	"CDR2-IMGT Nb of nucleotides"	"CDR2-IMGT Nb of identical nucleotides"	"CDR2-IMGT Nb of mutations"	"CDR2-IMGT Nb of silent mutations"	"CDR2-IMGT Nb of nonsilent mutations"	"CDR2-IMGT a>g"	"CDR2-IMGT g>a"	"CDR2-IMGT c>t"	"CDR2-IMGT t>c"	"CDR2-IMGT a>c"	"CDR2-IMGT c>a"	"CDR2-IMGT a>t"	"CDR2-IMGT t>a"	"CDR2-IMGT g>c"	"CDR2-IMGT c>g"	"CDR2-IMGT g>t"	"CDR2-IMGT t>g"	"FR3-IMGT Nb of positions including IMGT gaps (nt)"	"FR3-IMGT Nb of nucleotides"	"FR3-IMGT Nb of identical nucleotides"	"FR3-IMGT Nb of mutations"	"FR3-IMGT Nb of silent mutations"	"FR3-IMGT Nb of nonsilent mutations"	"FR3-IMGT a>g"	"FR3-IMGT g>a"	"FR3-IMGT c>t"	"FR3-IMGT t>c"	"FR3-IMGT a>c"	"FR3-IMGT c>a"	"FR3-IMGT a>t"	"FR3-IMGT t>a"	"FR3-IMGT g>c"	"FR3-IMGT c>g"	"FR3-IMGT g>t"	"FR3-IMGT t>g"	"CDR3-IMGT Nb of positions including IMGT gaps (nt)"	"CDR3-IMGT Nb of nucleotides"	"CDR3-IMGT Nb of identical nucleotides"	"CDR3-IMGT Nb of mutations"	"CDR3-IMGT Nb of silent mutations"	"CDR3-IMGT Nb of nonsilent mutations"	"CDR3-IMGT a>g"	"CDR3-IMGT g>a"	"CDR3-IMGT c>t"	"CDR3-IMGT t>c"	"CDR3-IMGT a>c"	"CDR3-IMGT c>a"	"CDR3-IMGT a>t"	"CDR3-IMGT t>a"	"CDR3-IMGT g>c"	"CDR3-IMGT c>g"	"CDR3-IMGT g>t"	"CDR3-IMGT t>g"	""
575	">912_@M02381:30:000000000-AUCBB:1:1101:20697:4692"	"unproductive"	"Homsap TRBV15*02 (F)"	"321"	"193"	"193"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9"	"9"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
576	">913_@M02381:30:000000000-AUCBB:1:1101:12546:4693"	"productive"	"Homsap TRBV19*01 F"	"325 (326)"	"197 (198)"	"196"	"1 (2)"	"1 (2)"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"13 (14)"	"13 (14)"	"13"	"0 (1)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
577	">915_@M02381:30:000000000-AUCBB:1:1101:19643:4696"	"productive"	"Homsap TRBV29-1*01 F"	"316 (323)"	"194 (201)"	"193"	"1 (8)"	"0 (2)"	"1 (6)"	"0"	"0 (1)"	"0"	"1 (2)"	"0 (3)"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"4 (11)"	"4 (11)"	"4"	"0 (7)"	"0 (2)"	"0 (5)"	"0"	"0 (1)"	"0"	"0 (1)"	"0 (3)"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	NA
578	">916_@M02381:30:000000000-AUCBB:1:1101:8781:4697"	"productive"	"Homsap TRBV5-1*01 F"	"321 (325)"	"193 (197)"	"191 (193)"	"2 (4)"	"2"	"0 (2)"	"1"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0 (1)"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	51	51	50	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9 (13)"	"9 (13)"	"9 (11)"	"0 (2)"	"0"	"0 (2)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	NA
579	">917_@M02381:30:000000000-AUCBB:1:1101:7830:4699"	"unproductive"	"Homsap TRBV29-1*03 (F)"	"316 (321)"	"236 (241)"	"210"	"26 (31)"	"1"	"25 (30)"	"5"	"2 (3)"	"1 (2)"	"2"	"1"	"3 (4)"	"2"	"1"	"3 (5)"	"2"	"2"	"2"	78	31	14	17	1	16	3	1	1	1	1	2	1	1	3	1	1	1	36	15	7	8	0	8	1	1	0	1	0	1	1	0	0	1	1	1	51	51	50	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	30	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"4 (9)"	"4 (9)"	"4"	"0 (5)"	"0"	"0 (5)"	"0"	"0 (1)"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	NA
580	">918_@M02381:30:000000000-AUCBB:1:1101:8898:4701"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
581	">919_@M02381:30:000000000-AUCBB:1:1101:18009:4702"	"unknown"	"Homsap TRBV6-6*02 F"	"324"	"196"	"195"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
582	">920_@M02381:30:000000000-AUCBB:1:1101:24356:4705"	"productive"	"Homsap TRBV5-4*01 F, or Homsap TRBV5-4*03 (F)"	"325"	"197"	"196"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"13"	"13"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
583	">921_@M02381:30:000000000-AUCBB:1:1101:12629:4705"	"unproductive"	"Homsap TRBV4-1*01 F"	"316 (326)"	"188 (198)"	"187 (190)"	"1 (8)"	"1 (2)"	"0 (6)"	"0 (4)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"1 (2)"	"0 (1)"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"4 (14)"	"4 (14)"	"4 (7)"	"0 (7)"	"0 (1)"	"0 (6)"	"0 (4)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	"0"	NA
584	">922_@M02381:30:000000000-AUCBB:1:1101:9080:4706"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
585	">925_@M02381:30:000000000-AUCBB:1:1101:21728:4710"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
586	">926_@M02381:30:000000000-AUCBB:1:1101:24740:4711"	"unproductive"	"Homsap TRBV5-4*01 F, or Homsap TRBV5-4*03 (F)"	"321 (325)"	"193 (197)"	"192 (193)"	"1 (4)"	"0 (1)"	"1 (3)"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	"0"	"0 (1)"	"1"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9 (13)"	"9 (13)"	"9 (10)"	"0 (3)"	"0 (1)"	"0 (2)"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	NA
587	">928_@M02381:30:000000000-AUCBB:1:1101:23761:4715"	"unknown"	"Homsap TRBV6-5*01 F"	"319"	"191"	"190"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	50	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
588	">929_@M02381:30:000000000-AUCBB:1:1101:17963:4719"	"productive"	"Homsap TRBV4-2*01 F"	"324 (326)"	"196 (198)"	"193"	"3 (5)"	"1 (3)"	"2"	"1"	"1"	"0"	"0"	"0 (1)"	"0"	"0"	"1"	"0 (1)"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	48	3	1	2	1	1	0	0	0	0	0	1	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"12 (14)"	"12 (14)"	"12"	"0 (2)"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	NA
589	">931_@M02381:30:000000000-AUCBB:1:1101:21081:4726"	"unproductive"	"Homsap TRBV7-9*01 F, or Homsap TRBV7-9*02 (F) or Homsap TRBV7-9*03 F"	"317 (326)"	"192 (201)"	"186 (191)"	"6 (10)"	"3 (4)"	"3 (6)"	"1"	"0"	"1"	"0"	"0 (1)"	"2 (3)"	"0"	"0 (1)"	"2"	"0 (1)"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	1	3	1	2	0	0	0	0	0	2	0	0	1	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	111	3	2	1	1	0	1	0	0	0	0	0	1	0	0	0	"5 (14)"	"5 (14)"	"5 (10)"	"0 (4)"	"0 (1)"	"0 (3)"	"0"	"0"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	NA
590	">934_@M02381:30:000000000-AUCBB:1:1101:15169:4730"	"productive"	"Homsap TRBV19*01 F"	"326"	"198"	"197"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"14"	"14"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
591	">935_@M02381:30:000000000-AUCBB:1:1101:8638:4738"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
592	">938_@M02381:30:000000000-AUCBB:1:1101:13970:4740"	"productive"	"Homsap TRBV4-3*01 F, or Homsap TRBV4-3*04 (F)"	"320 (326)"	"192 (198)"	"192 (194)"	"0 (4)"	"0 (3)"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (2)"	"0"	"0 (1)"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"8 (14)"	"8 (14)"	"8 (10)"	"0 (4)"	"0 (3)"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (2)"	"0"	"0 (1)"	"0"	"0"	"0"	NA
593	">939_@M02381:30:000000000-AUCBB:1:1101:16236:4750"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
594	">942_@M02381:30:000000000-AUCBB:1:1101:22676:4756"	"unknown"	"Homsap TRBV29-1*01 F, or Homsap TRBV29-1*02 (F) or Homsap TRBV29-1*03 (F)"	"312"	"202"	"104"	"98"	"9"	"89"	"4"	"9"	"18"	"3"	"3"	"16"	"5"	"6"	"5"	"9"	"9"	"11"	78	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	36	15	5	10	0	10	2	1	0	1	0	1	1	0	0	2	1	1	51	51	16	35	2	33	2	5	3	0	1	5	1	4	1	4	3	6	30	21	13	8	0	8	0	1	1	0	0	3	0	0	1	0	1	1	117	114	70	44	6	38	0	2	14	2	2	7	3	2	3	3	4	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
595	">943_@M02381:30:000000000-AUCBB:1:1101:18309:4757"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
596	">945_@M02381:30:000000000-AUCBB:1:1101:15868:4761"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
597	">949_@M02381:30:000000000-AUCBB:1:1101:16177:4768"	"unproductive"	"Homsap TRBV6-1*01 F"	"319 (326)"	"191 (198)"	"189"	"2 (9)"	"1 (3)"	"1 (6)"	"0"	"0 (1)"	"0"	"0 (1)"	"0 (2)"	"2 (3)"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	2	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"7 (14)"	"7 (14)"	"7"	"0 (7)"	"0 (2)"	"0 (5)"	"0"	"0 (1)"	"0"	"0 (1)"	"0 (2)"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	NA
598	">800_@M02381:30:000000000-AUCBB:1:1101:17879:4444"	"productive"	"Homsap TRBV4-1*01 F"	"322 (326)"	"194 (198)"	"193"	"1 (5)"	"1 (3)"	"0 (2)"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	"1"	"0"	"0 (1)"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10 (14)"	"10 (14)"	"10"	"0 (4)"	"0 (2)"	"0 (2)"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	NA
599	">802_@M02381:30:000000000-AUCBB:1:1101:14602:4448"	"productive"	"Homsap TRBV20-1*01 F, or Homsap TRBV20-1*02 F"	"318 (323)"	"196 (201)"	"195 (197)"	"1 (4)"	"0"	"1 (4)"	"0 (2)"	"0 (1)"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	113	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	"6 (11)"	"6 (11)"	"6 (8)"	"0 (3)"	"0"	"0 (3)"	"0 (2)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
600	">804_@M02381:30:000000000-AUCBB:1:1101:14103:4450"	"productive"	"Homsap TRBV6-5*01 F"	"326"	"196"	"195"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	50	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"14"	"14"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
601	">805_@M02381:30:000000000-AUCBB:1:1101:9407:4451"	"productive"	"Homsap TRBV6-4*01 F, or Homsap TRBV6-4*02 F"	"322 (326)"	"194 (198)"	"193 (194)"	"1 (4)"	"1 (2)"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	"0 (1)"	"0"	"1"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10 (14)"	"10 (14)"	"10 (11)"	"0 (3)"	"0 (1)"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	NA
602	">806_@M02381:30:000000000-AUCBB:1:1101:18658:4453"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
